 Shallow Bytes │ Shallow % │ Item
───────────────┼───────────┼─────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
            20 ┊     0.02% ┊ import env::getBlockEpoch
            20 ┊     0.02% ┊ export "panicWithMessage"
            20 ┊     0.02% ┊ export "echo_simple_enum"
            20 ┊     0.02% ┊ export "vec_concat_const"
            20 ┊     0.02% ┊ export "send_tx_endpoint"
            20 ┊     0.02% ┊ export "add_big_uint_ref"
            20 ┊     0.02% ┊ export "sub_big_uint_ref"
            20 ┊     0.02% ┊ export "mul_big_uint_ref"
            20 ┊     0.02% ┊ export "div_big_uint_ref"
            20 ┊     0.02% ┊ export "rem_big_uint_ref"
            20 ┊     0.02% ┊ export "bit_and_big_uint"
            20 ┊     0.02% ┊ export "bit_xor_big_uint"
            20 ┊     0.02% ┊ export "shr_big_uint_ref"
            20 ┊     0.02% ┊ export "shl_big_uint_ref"
            20 ┊     0.02% ┊ export "computeKeccak256"
            20 ┊     0.02% ┊ <T as elrond_wasm::io::finish::EndpointResult<A,BigInt,BigUint>>::finish::h33b3d14386c246c5
            19 ┊     0.02% ┊ import env::storageStore
            19 ┊     0.02% ┊ export "echo_multi_h256"
            19 ┊     0.02% ┊ export "echo_varags_u32"
            19 ┊     0.02% ┊ export "take_varags_u32"
            19 ┊     0.02% ┊ export "get_block_nonce"
